English Phrase,Meanings,Acts,Hindi Translation
accumulation of income,,"s. 27(7)(iv)(a), Estate Duty Act and s. 93(3), expln. (a), Income-tax Act",आय का संचयन
accumulative judgment,a second judgment to take effect after the expiration of the first one,,०86 पश्चात्‌ प्रभावी निर्णय
accumulative legacy,a legacy which is given in addition to previously made bequest,,अतिरिक्त वसीयत संपदा
accuracy,1. precision,"s. 63(a), Air Force Act",यथाथर्ता
accuracy of the copy,,"s. 63(2), Indian Evidence Act",प्रति की शुद्धता
accuracy of the forecast,,"sch. II, pt. 1(3), Chartered Accountants Act",८0 पूर्वानुमान का ठीक होना
accurate,,"s. 86, Indian Evidence Act",स्पष्ट और सही लेखा
"accurate description, containing",,"Or. 21, r. 12, C.P.C.",। -हिंदी
accurately obey,,,ठीक-ठीक पालन करना
accusation,an allegation against a person that he has committed an offence,"ss. 389 and 499, except. 8, I.P.C.",अभियोग
accuse,to charge with an offence,"ss. 389 and 499, excep. 8, I.P.C.",अभियोग लगाना
accused,"a person against whom an allegation has been made that he has committed an offence, or who is charged with an offence","ss. 212 and 216, I.P.C. and s. 3, ill. to expln., Indian Evidence Act",अभियुक्त
accused is discharged,,,अभियुक्त को आरोपमुक्त किया जाता है
accused is released on bail,,,अभियुक्त को जमानत पर छोड़ा जाता है
.,,,पूर्वाह्न
accused of any offence,,"art. 20(3), Const.",किसी अपराध के लिए अभियुक्त
accused of the same offence,,"s. 233(a), Cr. P.C.",८7 एक ही अपराध के लिए अभियुक्त
accused person,,"s. 24, Indian Evidence Act and art. 134(1)(a), Const.",अभियुक्त व्यक्ति
accuser,,,अभियोक्‍ता
accustomed to act,,"s. 369(1)(b), Companies Act",कार्य करने के लिए अभ्यस्त
achievement,accomplishment,"s. I2A, Central Silk Board Act",सफलता
achieving synergy,,"s. 7(2)(vi), Science and Engineering Research Board Act",सहचयर् प्राप् त करना
acidic or corrosive,,"s. 326B, expln. 1, I.P.C.",अम्लीय या संक्षारक
acknowledge,1. to admit as true; to admit a claim or liability; to avow or assent to in legal form; to own as genuine or valid in law,"s. 17(1 )(c), Registration Act and ss. 30 and 467, I. P. C.",अभिस्वीकार करना
acknowledgement,the action of acknowledging; a thing done or given in recognition of something received,"ss. 3 and 60, T.P. Act and s. 32(2), Indian Evidence Act",अभिस्वीकृति
"acknowledgement due, by registered post",,,दी
acknowledgement in writing,,"s. 35, Indian Trusts Act",लिखित अभिस्वीकृति
acknowledgement of a debt,"an admission, in writing that a debt is due or that some claim or liability is still in existence","sch. I, item 1, Indian Stamp Act",ऋण की अभिस्वीकृति
acknowledgement receipt,,"sch., pt. II, item 15, Commercial Documents Evidence Act",अभिस्वीकृति रसीद
acknowledgement with the coupon of the money order,,,मनी आर्डर के Huet सहित पावती
acoustic presentation of the work,,"s. 2(t), Copyright Act",कृति की श्रव्य प्रस्तुति
acquaint,to inform; to make aware,"s. 143, ill (a), Indian Contract Act",अवगत कराना
acquainted,1. being aware of,,अवगत
acquainted with handwriting,,"s. 417, Indian Evidence Act",हस्तलेख से परिचित
acquainted with the facts of the case,,"Or. 6, r. 15 and Or. 27, r. 1, C.P.C.",मामले के तथ्यों से परिचित
acquatic animal,,"s. 3(h), Marine Products Export Development Authority Act",जलचर
acquiesce,to give silent or passive assent to; to tacitly agree to; resting satisfied with any state of things,"s. 23, Indian Trusts Act and s. 20(b), C.P.C.",उपमत होना
acquiescence,"the action or condition of acquiescing; the assent to an infringement or rights, either express or implied from conduct, by which the rights to equitable or discretionary relief may be lost","s. 39, Indian Contract Act",उपमति
acquire,to gain as one’s own; to receive; to come into possession of,"s. 3(c), expln. 1 and s. 44, T.P. Act",अिजर्त करना
acquire foreign exchange,,"s. 8(4), Foreign Exchange Regulation Act",विदेशी मुद्रा का अर्जन करना
"act in good faith acquired, accrued or incurred",,"s. 6(c), General Clauses Act","""अिजर्त, प्रोद्भूत या उपगत"""
acquired territories,,"s. 2(a), Acquired Territories (Merger) Act",अर्जित राज्यक्षेत्र
acquirer,,"s. 2(a), Hindu Gains of Learning Act",अजर्नकतार्
acquiring company,,"s. 3(a), General Insurance Business (Nationalisa- tion) Act",अजर्क कंपनी
acquiring insurer,,"s. 52H(4), Insurance Act",अजर्क बीमाकतार्
acquisition,the act of getting or becoming the owner of any property; the act by which one acquires or procures property in any thing,"s. 2(1)(a), Arms Act, s. 73(2), T.P. Act, s. 80J(5)(a), 8 Income-tax Act and art. 11, Const.",अजर्न
acquisition and termination of Indian citizenship,,"long title, Citizenship Act",भारतीय नागरिकता का अर्जन और पर्यवसान
acquisition of land,,"long title, Land Acquisition Act",भूमि का अर्जन
acquisition of patent rights or copyrights,,"s. 35A(1), Income- tax Act",अधिकारों या प्रतित्रिप्यधिकारों का अर्जन
acquisition of stowing,,,भरण का अजर्न
acquisition of the property,,"s. 2(c)(1A)(iii), Income-tax Act",संपत्ति अर्जित करना
acquit,to set free or deliver from the charge of an offence after trial,"s. 237(3), Cr. P.C. and s. 27C(1), Emigration Act",दोषमुक् त करना
acquittance for delivery of,1. a discharge in writing of a sum of money or duty which ought to be paid or done,"s. 467, I.P. C.",के परिदान के लिए निस्तारण-पत्र
acquittance roll,,,निस्तारण पंजी
acronym,,"s. 15(1), Limited Liability Partnership Act",संक्षेपाक्षर
across,,"s. 29(3)(b), Indian Electricity Act",आर-पार
across its face,,"s. 124, Negotiable Instruments Act",उसके मुख भाग को काटते हुए
"across its face, cheque bears",,"s. 124, Negotiable Instrument Act",चेक पर उसके मुख भाग को काटते हुए
act,1. a law made by a competent legislature,"ss. 1 and 5, I.P.C.",कार्य-विशेष न करना
act as principal,,"s. 15, Securities Contracts (Regulation) Act",मालिक के रूप मे कार्य करना
act by notice in writing,,"first sch., item 3, Arbitration Act",लिखित सूचना द्वारा कार्य करना
