English Phrase,Meanings,Acts,Hindi Translation
Hindi Instructor,,,हिंदी शि क्षक
Hindi Morse Code Training,,,हिंदी मोर्स कोड प्रशि क्षण
Hindi Officer,,,हिंदी अधि कारी
Hindi Teacher,,,हिं दी अध्यापक
hindrance,obstacle,"s. 41(d), Navy Act",प्रति बाधा
Hindu Family Annuity Fund,,,हिंदू कुटुंब वार्षिकी नि थि
Hindu law,,"s. 53, C.P.C.",हिंदूवि धि
Hindu religious institutions,,"art. 25(2)(b), expln. II, Const.",हिंदुओं की धार्मिक संस्थाएं
Hindu undivided family,,"s. 3(e), Additional Emoluments (Compulsory Deposit) Act and s. 7, Limitation Act",हिंदू अवि
hire,1. payment contracted to be made for the temporary use of anything,"s. 157, I.P.C.","भाड़ा ; कि WaT; 2. to take on hire [s. 73, ill. (b), Indian Contract Act] भाडे पर लेना"
"hire or reward, for",,"s. 2(35), Motor Vehicles Act",हैबियस कार्पस
hire purchase,1. a system by which a hired article becomes the property of the hirer after a stipulated number of payments,"s. 3, Hire-Purchase Act",अवक्रय; भाड़ाक्रय; 2.
hire purchase agreement,,"s. 161(2), 2nd prov., Representation of the People Act, 1951",अवक्रय करार ; भाड़ाक्रय करार
hire purchase assets,,,अवक्रय आस्ति यां
hire purchase daybook,,,अवक्रय रोजनामचा
hire purchase division,,,अवक्रय प्रभाग
hire purchase interest account,,,अवक्रय ब् याज लेखा
hire purchase ledger,,,अवक्रय खाता
hire purchase memoranda accounts,,,अवक्रय ज्ञापन लेखे
hire purchase payment,,,अवक्रय संदाय
hire purchase assets 195 hire purchase sales account,,,हैबियस कार्पस
hire purchase stock account,,,अवक्रय स् टाक लेखा
hire purchase stock schedule,,,अवक्रय स् टाक अनुसूची
hire purchase trading account,,,अवक्रय व् यापार लेखा
hire purchaser,,,अवके्रता; भाड़ा के्रता
hire workmen,to engage workmen for wages,"s. 188(b), Indian Contract Act",को ss पर रखना
hired labourer,,"s. 3(3), prov., Employment of Children Act",भाडै का श्रमि क
hirer,,"s. 2(e), Hire-Purchase Act",भाडे ़ पर लेने वाला
hiring agreement or agreement for service,,"sch. I, item 33, Indian Stamp Act",भाड़ा संबंधी करार या सेवा के लि ए करार
his choice,,"art. 22(1), Const.",अपनी रुचि
His Majesty in Council,,"art. 374(3), Const.",सपरि षद्‌ हि ज मजेस्टी
His Majesty’s High Court of Justice,,"s. 117(b), Presidency- towns Insolvency Act",हि. ज मजेस्टी का उच्च न्यायालय
historical,,"s. 20(2)(ii), Antiquities and Art Treasures Act",इति हास संबंधी; ta हासि क
historical importance,,"s. 11(2)(d), Delhi Urban Art Commission Act",ऐति हासि क महत्व
historical interest,,"s. 2(b)(iv), Ancient Monuments and Archaeological Sites and Remains Act",ऐति हासि क महत्व; ऐति हासि क अभि रुचि
historical section,,,हैबियस कार्पस
history card,,,वृत्तांत कार्ड
history of services,,,सेवाओं का ड्ति
history sheet,,,इति वृत्त
hitherto made or hereafter to be made,,,अब तक बनाई गई या इसके पश्चात्‌ बनाई जाने वाली
hoarding,"1. to amass and deposit in secret, to store in excess","s. 110(f)(ii), Cr. P.C.","जमाखोरी; 2. a screen or board for display of bill, advertisement etc. /s. 77(22/0), Delhi Urban Art Commission Act] वि ज्ञापन"
hoarding and profiteering,,"s, 110(f)(ii), Cr. P.C.",जमाखोरी और मुनाफाखोरी
"hoarding, profiteering, black marketing",,"s. 3(2)(33), Defence and Internal Security of India Act",हैबियस कार्पस
hoist,"an elevator, lift etc.","s. 28(1)(a), Factories Act",उत्तोलक
hoisting machine,,"s. 5(1)(h), Indian Dock Laboures Act",उत्तोलन मशीन
hoistway,,"s. 28(1)(b), Factories Act",मार्ग
hold,1. to have or keep as one’s own; to own as property; to be in possession or enjoyment of; to occupy an office,"s. 13, Cr. P.C.",धारण करना; रखना; 2.
hold a joint interest,,"s. 6, expln. 1, Indian Partnership Act",संयुक्त हि त रखना
hold a seat,,,स् थान धारण करना
hold and conduct the meeting,,"s. 167(1), Companies Act",अधि वेशन को आयोजि त करना और संचालि त करना
hold and transfer movable or immovable property,,"s. 3(2), Charitable Endowments Act",या स्थावर संपत्ति धारण करना और HAR त करना
hold any assignment outside India,,"s. 9(1), Esso (Acquisition of Undertakings in India) Act",भारत के बाहर कतर्व् य धारण करना
hold any property,,"s. 130, Indian Evidence Act",संपत्ति धारण करना
hold commission in the army,,"s. 2(1)(f), Army Act",सेना a आयोग धारण करना
hold correspondence,,"s. 35(b), Army Act",वातार्चार करना; पत्राचार करना
hold court martial,,,सेना न्यायालय अधि वि ष्ट करना
"hold, deal with and enforce copyright",,"s. 41(2), Copyright Act",हैबियस कार्पस
hold inquiry,,"art. 311(2), second prov. (b), Const.",जांच करना
hold meeting,,"s. 126(1), Representation of the People Act, 1951",सभा आयोिज त करना; बैठक करना
hold office,,"s. 10A(2), Industrial Finance Corporation Act, art. 56(1) and art. 156(1), Const.",पद धारण करना
hold office during the pleasure of the authority,,"s. 11(1), Unit Trust of India Act","कारी के प्रसादपर्यत पद धारण करना hold office for life ; /s. 284(7), Companies Act] जीवनपर्यत पद धारण करना; आजीवन पद धारण करना; जीवन भर के लि ए पद धारण करना"
hold office for life,,"s. 284(1), Companies Act",हैबियस कार्पस
hold office or service by the same tenure,,"s. 20(1), Air Corporations Act",पद या सेवा उसी सेवाधृति के अनुसार धारण करना
hold or continue,,"art. 127(1), Const.",आयोिज त करना या चालू रखना
hold out,to represent,"s. 28(1), Indian Partnership Act",व् यपदेशन करना;
hold out as a candidate,,,अभ्यर्थी के रूप में प्रकट करना
hold out as a prospective candidate,,"s. 171A(a), I.P.C.",भावी अभ्यर्थी के रूप में प्रकट करना
hold post,,,पद धारण करना
"hold sittings, benches shall",,"s. 255(5), Income-tax Act",हैबियस कार्पस
hold to bail,,"s. 40(b), Inland Vessels Act",जमानत लेना
hold under trust,,"s. 11(1)(c), Income-tax Act",न्यास के अधीन धारण करना; न्यास के अधीन धारि त करना
