English Phrase,Meanings,Acts,Hindi Translation
mass media,"a medium of communication (as the newspapers, radio, motion pictures, television) that is designed to reach the mass of the people and that tends to set the standards, ideals and aims of the masses","s. 16(2)(e), Water (Prevention and Control of Pollution) Act",जनसंपकर् साधन 
"mass of his property, general",,"s. 162, Indian Succession Act",मशीन 
mast,,,मस् तूल
master,1. with reference to a ship means any person (except a pilot or harbour master) having for the time being control or charge of the ship,"s. 3(33), General Clauses Act",मास् टर 
master at arms,,,मास् टर एट आम् र्स
Master General of the Ordnance,,,मास्टर जनरल आफ दि आर्डनेंस
master of a sea-going ship,,"sch. 1, item 16, Indian Stamp Act",समुद्रगामी पोत का मास् टर
master of a ship,,"s. 4(5), Explosives Act",पोत का मास् टर
master of a vessel,,"s. 6(6)(a), Foreigners Act",जलयान का मास् टर
master of the mint,,"s. 292(3), Cr. P.C.",टकसाल का मास् टर
master plan,,,मास् टर प् लान 
master warrant officer,,,मास्टर वारंट आफि सर
matching contribution,,,समरूप अभि aa
mate,,,मेट
mate’s receipt,,"s. 2(4), Indian Stamp Act",की रसीद
material,"1. of such consequences, importance or significance as to be likely to influence the determination of a cause; to alter the character of an instrument, etc.",,तात्वि क 5 सारवान्‌ 
material abstract,,,सामग्री सार 
material account,,,सामग्री लेखा
material alteration,,"s. 7, ill. (h), Indian Easements Act",साप्रश्टिलर्तन
material changes,,"s. 212(5)(b), Companies Act",क तब्दीलि
material chaser,,,सामग्री चेजर
material checker,,,सामग्री पड़तालकतार्
material circumstance,,"s. 143, Indian Contract Act",क परि fa ति
material contract,,"sch. II, pt. 1, item 16(1)(b), Companies Act",तात्वि कसंवि दा
material defect,,"ss. 55(1)(a) and 108(a), T. P. Act",क त्रुटि
material departure,,"sch. II, pt. 1-9, Chartered Accountants Act",क रूप से अनुसरण न कि या जाना
material error,,"s. 215, ill (c), Cr. P.C.",तात्वि क गलती
material evidence,,"sch. II, form 33, Cr. P.C.",क साक्ष्य
material fact,,"s. 144(1), Cr. P.C.",८7 afer क तथ्य 
material feature,,"sch. VI, pt. II, item 2(b), Companies Act",तात्वि क बात
material form,,"s. 14(1)(a)(i), Copyright Act",सारवान ्रूप
material impairment,,"s. 2(cb)(i), Factories Act",क हास
material information,,"s. 10(3)(b), Passport Act",क जानकारी
material ingredient,,"s. 15(b), prov., Specific Releif Act",तात्वि क अंग
material injury,,"s. 13(c), Inland Vessels Act",तात्तवि क क्षति
material injury threatens,,"s. 9B(1)(b)(ii), Customs Tariff Act",तात्वि क खतरा उत्पन्न करता है
material inspector,,,सामग्री नि रीक्षक
material irregularity,,"Or. 21, r. 90(1), C.P.C.",क अनि यमि तता
material issue,,"s. 100(1)(b), C.P.C.",कवि वाद्यक
material issue of law,question of law of importance likely to influence the determination of a cause,"s. 100(1)(b), C.P.C.","॥00//), C.P.C.] वि धि का तात्वि कवि वादयक"
material object,a thing consisting of matters,"s. 11(3)(b), Industrial Disputes Act",क पदार्थ 
material objects producible as evidence,,"s. 10E(4c)(a), Companies Act",साक्ष्य के रूप A पेश की जा सकने वाली afer क सामग्री 
material paper,paper of significance,"Or. 41, r. 13(2), C.P.C.",तात्वि क कागज 
material part,,"s. 6(6), Requisitioning and Acquisition of Immovable Property Act",महत् वपूणर् भाग
material part of the transaction,,"s. 142, Indian Contract Act",संव्यवहार का तात्वि क भाग
material particulars,,"s. 114, ill. (b), Indian Evidence Act and s. 477A, I.P.C.",कवि शि ME A
material party,,"s. 49(d)(4), Indian Stamp Act",मशीन 
material proposition,a proposition of law or fact which a plaintiff must allege in order to show right to sue or a defendant must allege in order to constitute his defence,"Or. 14, r. 1(1), C.P.C.",क प्रति पादना 
material proposition of fact or law,,"Or. 14, r. 1(1), C.P.C.",तथ्य या वि धि की तात्ति क प्रति पादना 
material question,substantial question ;,"Or. 5, r. 1(2)(b), C.P.C.",सारवान ्प्रश् न
material resources,,"art. 39(b), Const.","६7, 39(b), Const.] भौति क संपदा"
material statement,,"s. 44(1)(b), Specific Relief Act and s. 356(4), Companies Act",तात््वति क कथन
material terms,,"s. 14(1)(b), Specific Relief Act and s. 356(4), Companies Act",तात््वि fet बंधन
material thing,a thing consisting of matters,"s. 60, prov., Indian Evidence Act",भौति क चीज
material time,,,तात््वि क समय 
materially,to a significant extent or degree,"s. 150, Indian Contract Act",तत् वत: 
materially affect,,"s. 16(c), Manipur (Hill Areas) District Councils Act",तात्तवि क रूप से प्रभाव पड़ना
materially defective,,"s. 198, Indian Contract Act",तत्वत
materially false,,"s. 58(3), Indian Railways Act",क रूप से
materially increase,,"ss. 55(5)(a) and 108(k), T. P. Act",तात्वि क वृद्धि होना
materially interfere,,s. 150 Indian Contract Act,तत्वत
materially retards the establishment of,,,की स्थापना में afer क रूप से गति रोध उत्पन्न करता है
material changes 259 matter materials,1. the substance or matter from which anything is made,"s. 188, ill. (b), Indian Contract Act",सामग्री 
maternal grandfather,mother’s father,"s. 6(1)(i), Hindu Marriage Act",मातामह
maternal side,,,मातृ पक्ष
maternal uncle,mother’s brother,"s. 6(1)(k), Hindu Marriage Act",मामा
maternalised,,"r. 37B(1), Prevention of Food Adulteration Rules",मातवृत
maternity benefit,,,प्रसूति प्रसुवि
meternity leave,,"s. 25B. expln. (iv), Industrial Disputes Act",प्रसूति छुट्टी
maternity relief,,"art. 42, Const.",प्रसूति सहायता
matriarchal society,,"s. 2(c), Bonded Labour System (Abolition) Act",माता प्रधान समाज 
matriculate,,"s. 16(3), Delhi Sikh Gurdwaras Act",८॥ मैट्रि क पास
matriculation,,,कुलेशन
matrimonial,of or pertaining to marriage,"s. 41, Indian Evidence Act",वि. ae fe षयक 
matrimonial cause,,"preamble, Indian Matrimonial Causes (War Marriage) Act",वि. वाह वि षयक वाद
matrimonial home,,,दंपत्ति गृह
matrimonial jurisdiction,the jurisdiction for suits for the redress of injuries respecting rights on marriage,"s. 41, Indian Evidence Act",वि वाह वि षयक अधि कारि ता 
matrimonial relief,,"ch. IV, Foreign Marriage Act",विवाह वि षयक अनुतोष
